OID_,abbrev,name,count_yr,country_code,field_counters,feeder_counters,min_parties,max_parties,feeder_hrs,nocturnal_hrs,nocturnal_distance
2511,BCNS,Nelson,109,CA,12,5,1,8,2.000000000000000,0.000000000000000,0.000000000000000
2512,BCNS,Nelson,109,CA,12,5,1,8,2.000000000000000,0.000000000000000,0.000000000000000
2513,BCOO,Oliver-Osoyoos,109,CA,30,4,11,14,6.000000000000000,5.000000000000000,24.000000000000000
2514,BCOO,Oliver-Osoyoos,109,CA,30,4,11,14,6.000000000000000,5.000000000000000,24.000000000000000
2515,BCPA,Port Alberni,109,CA,11,34,2,5,103.000000000000000,2.000000000000000,21.000000000000000
2516,BCPA,Port Alberni,109,CA,11,34,2,5,103.000000000000000,2.000000000000000,21.000000000000000
2517,BCPA,Port Alberni,109,CA,11,34,2,5,103.000000000000000,2.000000000000000,21.000000000000000
2518,BCPB,Pemberton-Mt. Currie,109,CA,11,4,6,6,16.000000000000000,0.000000000000000,0.000000000000000
2519,BCPB,Pemberton-Mt. Currie,109,CA,11,4,6,6,16.000000000000000,0.000000000000000,0.000000000000000
2520,BCLC,Lake Country,110,CA,27,2,10,10,6.000000000000000,3.000000000000000,13.000000000000000
2521,BCLC,Lake Country,110,CA,27,2,10,10,6.000000000000000,3.000000000000000,13.000000000000000
2522,BCLK,Logan Lake,110,CA,7,4,3,3,0.000000000000000,0.000000000000000,0.000000000000000
2523,BCLK,Logan Lake,110,CA,7,4,3,3,0.000000000000000,0.000000000000000,0.000000000000000
2524,BCLL,Lillooet,110,CA,20,0,6,8,0.000000000000000,3.000000000000000,29.000000000000000
2525,BCLL,Lillooet,110,CA,20,0,6,8,0.000000000000000,3.000000000000000,29.000000000000000
2526,BCLL,Lillooet,110,CA,20,0,6,8,0.000000000000000,3.000000000000000,29.000000000000000
2527,BCLP,Little River-Powell River Ferry,110,CA,12,0,2,2,0.000000000000000,0.000000000000000,0.000000000000000
2528,BCLP,Little River-Powell River Ferry,110,CA,12,0,2,2,0.000000000000000,0.000000000000000,0.000000000000000
2529,BCLP,Little River-Powell River Ferry,110,CA,12,0,2,2,0.000000000000000,0.000000000000000,0.000000000000000
2530,BCLQ,Lasqueti Island,110,CA,37,2,7,13,4.000000000000000,0.000000000000000,0.000000000000000
2531,BCLQ,Lasqueti Island,110,CA,37,2,7,13,4.000000000000000,0.000000000000000,0.000000000000000
2532,BCLQ,Lasqueti Island,110,CA,37,2,7,13,4.000000000000000,0.000000000000000,0.000000000000000
2533,BCLQ,Lasqueti Island,110,CA,37,2,7,13,4.000000000000000,0.000000000000000,0.000000000000000
2534,BCLR,Lardeau,110,CA,10,9,2,4,15.000000000000000,0.000000000000000,0.000000000000000
2535,BCLR,Lardeau,110,CA,10,9,2,4,15.000000000000000,0.000000000000000,0.000000000000000
2536,BCMA,Greater Masset,110,CA,14,2,9,11,2.000000000000000,0.000000000000000,0.000000000000000
2537,BCMA,Greater Masset,110,CA,14,2,9,11,2.000000000000000,0.000000000000000,0.000000000000000
2538,BCMC,McBride,110,CA,5,16,5,5,0.000000000000000,1.000000000000000,9.000000000000000
2539,BCMC,McBride,110,CA,5,16,5,5,0.000000000000000,1.000000000000000,9.000000000000000
2540,BCME,Merritt,110,CA,12,1,4,5,0.000000000000000,0.000000000000000,0.000000000000000
2541,BCME,Merritt,110,CA,12,1,4,5,0.000000000000000,0.000000000000000,0.000000000000000
2542,BCMK,Mackenzie,110,CA,3,3,2,3,4.000000000000000,0.000000000000000,0.000000000000000
2543,BCMK,Mackenzie,110,CA,3,3,2,3,4.000000000000000,0.000000000000000,0.000000000000000
2544,BCNB,Nanoose Bay,110,CA,22,17,7,7,43.000000000000000,7.000000000000000,29.000000000000000
2545,BCNB,Nanoose Bay,110,CA,22,17,7,7,43.000000000000000,7.000000000000000,29.000000000000000
2546,BCNK,Nakusp,110,CA,5,3,4,4,6.000000000000000,0.000000000000000,0.000000000000000
2547,BCNK,Nakusp,110,CA,5,3,4,4,6.000000000000000,0.000000000000000,0.000000000000000
2548,BCNN,Nanaimo,110,CA,86,6,25,35,10.000000000000000,0.000000000000000,0.000000000000000
2549,BCNN,Nanaimo,110,CA,86,6,25,35,10.000000000000000,0.000000000000000,0.000000000000000
2550,BCNN,Nanaimo,110,CA,86,6,25,35,10.000000000000000,0.000000000000000,0.000000000000000
2551,BCNS,Nelson,110,CA,12,2,9,9,8.000000000000000,0.000000000000000,0.000000000000000
2552,BCNS,Nelson,110,CA,12,2,9,9,8.000000000000000,0.000000000000000,0.000000000000000
2553,BCNS,Nelson,110,CA,12,2,9,9,8.000000000000000,0.000000000000000,0.000000000000000
2554,BCOO,Oliver-Osoyoos,110,CA,33,5,15,17,5.000000000000000,7.000000000000000,77.000000000000000
2555,BCOO,Oliver-Osoyoos,110,CA,33,5,15,17,5.000000000000000,7.000000000000000,77.000000000000000
2556,BCPA,Port Alberni,110,CA,14,41,2,5,50.500000000000000,0.000000000000000,0.000000000000000
2557,BCPA,Port Alberni,110,CA,14,41,2,5,50.500000000000000,0.000000000000000,0.000000000000000
2558,BCPB,Pemberton-Mt. Currie,110,CA,13,5,6,6,20.000000000000000,0.000000000000000,0.000000000000000
2559,BCPB,Pemberton-Mt. Currie,110,CA,13,5,6,6,20.000000000000000,0.000000000000000,0.000000000000000
2560,BCLC,Lake Country,111,CA,31,2,9,9,5.000000000000000,3.000000000000000,12.000000000000000
2561,BCLC,Lake Country,111,CA,31,2,9,9,5.000000000000000,3.000000000000000,12.000000000000000
2562,BCLK,Logan Lake,111,CA,5,4,3,3,0.000000000000000,0.000000000000000,0.000000000000000
2563,BCLK,Logan Lake,111,CA,5,4,3,3,0.000000000000000,0.000000000000000,0.000000000000000
2564,BCLL,Lillooet,111,CA,25,6,8,9,6.000000000000000,0.000000000000000,0.000000000000000
2565,BCLL,Lillooet,111,CA,25,6,8,9,6.000000000000000,0.000000000000000,0.000000000000000
2566,BCLP,Little River-Powell River Ferry,111,CA,10,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2567,BCLP,Little River-Powell River Ferry,111,CA,10,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2568,BCLP,Little River-Powell River Ferry,111,CA,10,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2569,BCLQ,Lasqueti Island,111,CA,25,2,1,12,4.000000000000000,0.000000000000000,0.000000000000000
2570,BCLQ,Lasqueti Island,111,CA,25,2,1,12,4.000000000000000,0.000000000000000,0.000000000000000
2571,BCLQ,Lasqueti Island,111,CA,25,2,1,12,4.000000000000000,0.000000000000000,0.000000000000000
2572,BCLQ,Lasqueti Island,111,CA,25,2,1,12,4.000000000000000,0.000000000000000,0.000000000000000
2573,BCLR,Lardeau,111,CA,10,9,2,4,22.000000000000000,0.000000000000000,0.000000000000000
2574,BCLR,Lardeau,111,CA,10,9,2,4,22.000000000000000,0.000000000000000,0.000000000000000
2575,BCMA,Greater Masset,111,CA,22,3,14,24,9.000000000000000,0.000000000000000,0.000000000000000
2576,BCMA,Greater Masset,111,CA,22,3,14,24,9.000000000000000,0.000000000000000,0.000000000000000
2577,BCMA,Greater Masset,111,CA,22,3,14,24,9.000000000000000,0.000000000000000,0.000000000000000
2578,BCMC,McBride,111,CA,6,33,5,5,0.000000000000000,0.000000000000000,0.000000000000000
2579,BCMC,McBride,111,CA,6,33,5,5,0.000000000000000,0.000000000000000,0.000000000000000
2580,BCME,Merritt,111,CA,15,3,4,5,3.000000000000000,1.000000000000000,0.000000000000000
2581,BCME,Merritt,111,CA,15,3,4,5,3.000000000000000,1.000000000000000,0.000000000000000
2582,BCMK,Mackenzie,111,CA,15,9,6,6,5.000000000000000,0.000000000000000,0.000000000000000
2583,BCMK,Mackenzie,111,CA,15,9,6,6,5.000000000000000,0.000000000000000,0.000000000000000
2584,BCNB,Nanoose Bay,111,CA,19,17,5,8,55.000000000000000,9.000000000000000,60.000000000000000
2585,BCNB,Nanoose Bay,111,CA,19,17,5,8,55.000000000000000,9.000000000000000,60.000000000000000
2586,BCNK,Nakusp,111,CA,7,3,3,4,15.000000000000000,0.000000000000000,0.000000000000000
2587,BCNK,Nakusp,111,CA,7,3,3,4,15.000000000000000,0.000000000000000,0.000000000000000
2588,BCNN,Nanaimo,111,CA,58,5,15,15,25.000000000000000,0.000000000000000,0.000000000000000
2589,BCNN,Nanaimo,111,CA,58,5,15,15,25.000000000000000,0.000000000000000,0.000000000000000
2590,BCNN,Nanaimo,111,CA,58,5,15,15,25.000000000000000,0.000000000000000,0.000000000000000
2591,BCNS,Nelson,111,CA,14,2,8,8,2.000000000000000,0.000000000000000,0.000000000000000
2592,BCNS,Nelson,111,CA,14,2,8,8,2.000000000000000,0.000000000000000,0.000000000000000
2593,BCOO,Oliver-Osoyoos,111,CA,38,2,15,20,2.000000000000000,4.000000000000000,21.000000000000000
2594,BCOO,Oliver-Osoyoos,111,CA,38,2,15,20,2.000000000000000,4.000000000000000,21.000000000000000
2595,BCPA,Port Alberni,111,CA,10,30,4,4,75.000000000000000,0.000000000000000,0.000000000000000
2596,BCPA,Port Alberni,111,CA,10,30,4,4,75.000000000000000,0.000000000000000,0.000000000000000
2597,BCPB,Pemberton-Mt. Currie,111,CA,14,4,7,7,14.000000000000000,0.000000000000000,0.000000000000000
2598,BCPB,Pemberton-Mt. Currie,111,CA,14,4,7,7,14.000000000000000,0.000000000000000,0.000000000000000
2599,BCLC,Lake Country,112,CA,28,0,11,11,0.000000000000000,1.500000000000000,10.000000000000000
2600,BCLC,Lake Country,112,CA,28,0,11,11,0.000000000000000,1.500000000000000,10.000000000000000
2601,BCLK,Logan Lake,112,CA,6,4,3,3,8.000000000000000,0.000000000000000,0.000000000000000
2602,BCLK,Logan Lake,112,CA,6,4,3,3,8.000000000000000,0.000000000000000,0.000000000000000
2603,BCLL,Lillooet,112,CA,20,0,8,8,0.000000000000000,0.000000000000000,0.000000000000000
2604,BCLL,Lillooet,112,CA,20,0,8,8,0.000000000000000,0.000000000000000,0.000000000000000
2605,BCLL,Lillooet,112,CA,20,0,8,8,0.000000000000000,0.000000000000000,0.000000000000000
2606,BCLP,Little River-Powell River Ferry,112,CA,6,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2607,BCLQ,Lasqueti Island,112,CA,35,2,2,12,4.000000000000000,0.000000000000000,0.000000000000000
2608,BCLQ,Lasqueti Island,112,CA,35,2,2,12,4.000000000000000,0.000000000000000,0.000000000000000
2609,BCLQ,Lasqueti Island,112,CA,35,2,2,12,4.000000000000000,0.000000000000000,0.000000000000000
2610,BCLR,Lardeau,112,CA,10,9,2,4,20.000000000000000,0.000000000000000,0.000000000000000
2611,BCLR,Lardeau,112,CA,10,9,2,4,20.000000000000000,0.000000000000000,0.000000000000000
2612,BCMA,Greater Masset,112,CA,11,5,7,9,12.000000000000000,1.000000000000000,2.000000000000000
2613,BCMA,Greater Masset,112,CA,11,5,7,9,12.000000000000000,1.000000000000000,2.000000000000000
2614,BCMC,McBride,112,CA,6,17,5,6,0.000000000000000,0.000000000000000,0.000000000000000
2615,BCME,Merritt,112,CA,23,3,6,6,3.000000000000000,0.500000000000000,1.000000000000000
2616,BCME,Merritt,112,CA,23,3,6,6,3.000000000000000,0.500000000000000,1.000000000000000
2617,BCMK,Mackenzie,112,CA,0,0,0,0,8.750000000000000,0.000000000000000,0.000000000000000
2618,BCMK,Mackenzie,112,CA,0,0,0,0,8.750000000000000,0.000000000000000,0.000000000000000
2619,BCMK,Mackenzie,112,CA,0,0,0,0,8.750000000000000,0.000000000000000,0.000000000000000
2620,BCNB,Nanoose Bay,112,CA,22,18,7,7,51.000000000000000,11.000000000000000,108.000000000000000
2621,BCNB,Nanoose Bay,112,CA,22,18,7,7,51.000000000000000,11.000000000000000,108.000000000000000
2622,BCNK,Nakusp,112,CA,9,5,5,5,15.000000000000000,0.000000000000000,0.000000000000000
2623,BCNK,Nakusp,112,CA,9,5,5,5,15.000000000000000,0.000000000000000,0.000000000000000
2624,BCNN,Nanaimo,112,CA,57,7,18,18,8.000000000000000,3.250000000000000,74.000000000000000
2625,BCNN,Nanaimo,112,CA,57,7,18,18,8.000000000000000,3.250000000000000,74.000000000000000
2626,BCNN,Nanaimo,112,CA,57,7,18,18,8.000000000000000,3.250000000000000,74.000000000000000
2627,BCNS,Nelson,112,CA,23,2,9,9,4.000000000000000,0.000000000000000,0.000000000000000
2628,BCNS,Nelson,112,CA,23,2,9,9,4.000000000000000,0.000000000000000,0.000000000000000
2629,BCNS,Nelson,112,CA,23,2,9,9,4.000000000000000,0.000000000000000,0.000000000000000
2630,BCOO,Oliver-Osoyoos,112,CA,33,0,15,16,0.000000000000000,2.000000000000000,17.000000000000000
2631,BCOO,Oliver-Osoyoos,112,CA,33,0,15,16,0.000000000000000,2.000000000000000,17.000000000000000
2632,BCPA,Port Alberni,112,CA,16,23,5,6,41.100000000000001,3.100000000000000,33.000000000000000
2633,BCPA,Port Alberni,112,CA,16,23,5,6,41.100000000000001,3.100000000000000,33.000000000000000
2634,BCPB,Pemberton-Mt. Currie,112,CA,12,3,7,7,0.000000000000000,0.000000000000000,0.000000000000000
2635,BCPB,Pemberton-Mt. Currie,112,CA,12,3,7,7,0.000000000000000,0.000000000000000,0.000000000000000
2636,BCLC,Lake Country,113,CA,30,1,10,10,4.000000000000000,0.000000000000000,0.000000000000000
2637,BCLC,Lake Country,113,CA,30,1,10,10,4.000000000000000,0.000000000000000,0.000000000000000
2638,BCLK,Logan Lake,113,CA,5,3,3,8,10.000000000000000,0.000000000000000,0.000000000000000
2639,BCLK,Logan Lake,113,CA,5,3,3,8,10.000000000000000,0.000000000000000,0.000000000000000
2640,BCLL,Lillooet,113,CA,19,3,7,8,11.850000000000000,1.000000000000000,50.000000000000000
2641,BCLL,Lillooet,113,CA,19,3,7,8,11.850000000000000,1.000000000000000,50.000000000000000
2642,BCLL,Lillooet,113,CA,19,3,7,8,11.850000000000000,1.000000000000000,50.000000000000000
2643,BCLP,Little River-Powell River Ferry,113,CA,7,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2644,BCLQ,Lasqueti Island,113,CA,45,1,1,16,1.000000000000000,0.000000000000000,0.000000000000000
2645,BCLQ,Lasqueti Island,113,CA,45,1,1,16,1.000000000000000,0.000000000000000,0.000000000000000
2646,BCLQ,Lasqueti Island,113,CA,45,1,1,16,1.000000000000000,0.000000000000000,0.000000000000000
2647,BCLR,Lardeau,113,CA,15,5,1,5,19.500000000000000,0.000000000000000,0.000000000000000
2648,BCLR,Lardeau,113,CA,15,5,1,5,19.500000000000000,0.000000000000000,0.000000000000000
2649,BCMA,Greater Masset,113,CA,15,5,5,7,11.000000000000000,1.000000000000000,1.000000000000000
2650,BCMA,Greater Masset,113,CA,15,5,5,7,11.000000000000000,1.000000000000000,1.000000000000000
2651,BCMC,McBride,113,CA,5,15,4,4,0.000000000000000,0.000000000000000,0.000000000000000
2652,BCME,Merritt,113,CA,26,3,5,6,2.000000000000000,0.000000000000000,0.000000000000000
2653,BCME,Merritt,113,CA,26,3,5,6,2.000000000000000,0.000000000000000,0.000000000000000
2654,BCMK,Mackenzie,113,CA,3,11,2,2,11.000000000000000,0.000000000000000,0.000000000000000
2655,BCMK,Mackenzie,113,CA,3,11,2,2,11.000000000000000,0.000000000000000,0.000000000000000
2656,BCNB,Nanoose Bay,113,CA,25,19,7,8,51.000000000000000,8.000000000000000,32.000000000000000
2657,BCNB,Nanoose Bay,113,CA,25,19,7,8,51.000000000000000,8.000000000000000,32.000000000000000
2658,BCNC,Narcosli,113,CA,10,1,4,4,1.000000000000000,2.000000000000000,0.000000000000000
2659,BCNK,Nakusp,113,CA,9,2,5,5,15.000000000000000,0.000000000000000,0.000000000000000
2660,BCNK,Nakusp,113,CA,9,2,5,5,15.000000000000000,0.000000000000000,0.000000000000000
2661,BCNN,Nanaimo,113,CA,83,14,30,30,0.000000000000000,0.000000000000000,0.000000000000000
2662,BCNS,Nelson,113,CA,24,2,10,10,6.000000000000000,0.000000000000000,0.000000000000000
2663,BCNS,Nelson,113,CA,24,2,10,10,6.000000000000000,0.000000000000000,0.000000000000000
2664,BCOO,Oliver-Osoyoos,113,CA,31,8,12,15,0.000000000000000,5.500000000000000,20.000000000000000
2665,BCOO,Oliver-Osoyoos,113,CA,31,8,12,15,0.000000000000000,5.500000000000000,20.000000000000000
2666,BCOO,Oliver-Osoyoos,113,CA,31,8,12,15,0.000000000000000,5.500000000000000,20.000000000000000
2667,BCPA,Port Alberni,113,CA,20,18,6,8,35.200000000000003,1.200000000000000,11.500000000000000
2668,BCPA,Port Alberni,113,CA,20,18,6,8,35.200000000000003,1.200000000000000,11.500000000000000
2669,BCPB,Pemberton-Mt. Currie,113,CA,17,4,7,7,4.000000000000000,0.000000000000000,0.000000000000000
2670,BCPB,Pemberton-Mt. Currie,113,CA,17,4,7,7,4.000000000000000,0.000000000000000,0.000000000000000
2671,BCLC,Lake Country,114,CA,34,0,13,13,0.000000000000000,0.000000000000000,0.000000000000000
2672,BCLC,Lake Country,114,CA,34,0,13,13,0.000000000000000,0.000000000000000,0.000000000000000
2673,BCLK,Logan Lake,114,CA,7,3,3,3,4.000000000000000,0.500000000000000,0.000000000000000
2674,BCLK,Logan Lake,114,CA,7,3,3,3,4.000000000000000,0.500000000000000,0.000000000000000
2675,BCLL,Lillooet,114,CA,22,4,5,5,8.000000000000000,0.000000000000000,0.000000000000000
2676,BCLL,Lillooet,114,CA,22,4,5,5,8.000000000000000,0.000000000000000,0.000000000000000
2677,BCLP,Little River-Powell River Ferry,114,CA,2,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2678,BCLQ,Lasqueti Island,114,CA,29,1,3,13,1.000000000000000,0.000000000000000,0.000000000000000
2679,BCLQ,Lasqueti Island,114,CA,29,1,3,13,1.000000000000000,0.000000000000000,0.000000000000000
2680,BCLQ,Lasqueti Island,114,CA,29,1,3,13,1.000000000000000,0.000000000000000,0.000000000000000
2681,BCLQ,Lasqueti Island,114,CA,29,1,3,13,1.000000000000000,0.000000000000000,0.000000000000000
2682,BCLR,Lardeau,114,CA,15,4,2,5,16.000000000000000,0.000000000000000,0.000000000000000
2683,BCLR,Lardeau,114,CA,15,4,2,5,16.000000000000000,0.000000000000000,0.000000000000000
2684,BCLW,Lake Windermere District,114,CA,15,21,8,8,24.500000000000000,0.000000000000000,0.000000000000000
2685,BCLW,Lake Windermere District,114,CA,15,21,8,8,24.500000000000000,0.000000000000000,0.000000000000000
2686,BCMA,Greater Masset,114,CA,15,2,8,10,2.500000000000000,1.000000000000000,0.000000000000000
2687,BCMA,Greater Masset,114,CA,15,2,8,10,2.500000000000000,1.000000000000000,0.000000000000000
2688,BCMC,McBride,114,CA,5,20,4,5,20.000000000000000,1.000000000000000,3.000000000000000
2689,BCMC,McBride,114,CA,5,20,4,5,20.000000000000000,1.000000000000000,3.000000000000000
2690,BCMC,McBride,114,CA,5,20,4,5,20.000000000000000,1.000000000000000,3.000000000000000
2691,BCME,Merritt,114,CA,25,3,6,6,2.000000000000000,1.000000000000000,0.500000000000000
2692,BCME,Merritt,114,CA,25,3,6,6,2.000000000000000,1.000000000000000,0.500000000000000
2693,BCMK,Mackenzie,114,CA,6,5,5,5,9.250000000000000,0.000000000000000,0.000000000000000
2694,BCMK,Mackenzie,114,CA,6,5,5,5,9.250000000000000,0.000000000000000,0.000000000000000
2695,BCNB,Nanoose Bay,114,CA,27,21,8,8,66.500000000000000,4.150000000000000,21.750000000000000
2696,BCNB,Nanoose Bay,114,CA,27,21,8,8,66.500000000000000,4.150000000000000,21.750000000000000
2697,BCNC,Narcosli,114,CA,10,3,10,0,3.000000000000000,0.000000000000000,0.000000000000000
2698,BCNC,Narcosli,114,CA,10,3,10,0,3.000000000000000,0.000000000000000,0.000000000000000
2699,BCNN,Nanaimo,114,CA,79,2,0,0,5.000000000000000,1.500000000000000,45.000000000000000
2700,BCNN,Nanaimo,114,CA,79,2,0,0,5.000000000000000,1.500000000000000,45.000000000000000
2701,BCNN,Nanaimo,114,CA,79,2,0,0,5.000000000000000,1.500000000000000,45.000000000000000
2702,BCNS,Nelson,114,CA,22,4,11,11,6.000000000000000,0.000000000000000,0.000000000000000
2703,BCNS,Nelson,114,CA,22,4,11,11,6.000000000000000,0.000000000000000,0.000000000000000
2704,BCOO,Oliver-Osoyoos,114,CA,36,3,12,15,6.000000000000000,2.500000000000000,30.000000000000000
2705,BCOO,Oliver-Osoyoos,114,CA,36,3,12,15,6.000000000000000,2.500000000000000,30.000000000000000
2706,BCPA,Port Alberni,114,CA,21,20,8,7,48.000000000000000,3.000000000000000,15.000000000000000
2707,BCPA,Port Alberni,114,CA,21,20,8,7,48.000000000000000,3.000000000000000,15.000000000000000
2708,BCPB,Pemberton-Mt. Currie,114,CA,16,3,7,7,3.500000000000000,0.000000000000000,0.000000000000000
2709,BCPB,Pemberton-Mt. Currie,114,CA,16,3,7,7,3.500000000000000,0.000000000000000,0.000000000000000
2710,BCPD,Peachland,114,CA,10,0,10,10,0.000000000000000,0.000000000000000,0.000000000000000
2711,BCPD,Peachland,114,CA,10,0,10,10,0.000000000000000,0.000000000000000,0.000000000000000
2712,BCLC,Lake Country,115,CA,11,0,11,11,0.000000000000000,4.000000000000000,10.000000000000000
2713,BCLC,Lake Country,115,CA,11,0,11,11,0.000000000000000,4.000000000000000,10.000000000000000
2714,BCLI,Langara Island,115,CA,1,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2715,BCLI,Langara Island,115,CA,1,0,1,1,0.000000000000000,0.000000000000000,0.000000000000000
2716,BCLK,Logan Lake,115,CA,2,2,2,2,1.000000000000000,0.000000000000000,0.000000000000000
2717,BCLK,Logan Lake,115,CA,2,2,2,2,1.000000000000000,0.000000000000000,0.000000000000000
2718,BCLL,Lillooet,115,CA,29,3,8,9,0.000000000000000,0.000000000000000,0.000000000000000
2719,BCLL,Lillooet,115,CA,29,3,8,9,0.000000000000000,0.000000000000000,0.000000000000000
2720,BCLP,Little River-Powell River Ferry,115,CA,13,0,13,2,0.000000000000000,0.000000000000000,0.000000000000000
2721,BCLQ,Lasqueti Island,115,CA,38,0,2,15,0.000000000000000,0.500000000000000,0.000000000000000
2722,BCLQ,Lasqueti Island,115,CA,38,0,2,15,0.000000000000000,0.500000000000000,0.000000000000000
2723,BCLQ,Lasqueti Island,115,CA,38,0,2,15,0.000000000000000,0.500000000000000,0.000000000000000
2724,BCLR,Lardeau,115,CA,19,3,8,8,7.500000000000000,0.000000000000000,0.000000000000000
2725,BCLR,Lardeau,115,CA,19,3,8,8,7.500000000000000,0.000000000000000,0.000000000000000
2726,BCLS,Lower Slocan Valley,115,CA,3,1,2,2,4.000000000000000,0.000000000000000,0.000000000000000
2727,BCLW,Lake Windermere District,115,CA,33,14,5,23,24.000000000000000,0.000000000000000,0.000000000000000
2728,BCLW,Lake Windermere District,115,CA,33,14,5,23,24.000000000000000,0.000000000000000,0.000000000000000
2729,BCMA,Greater Masset,115,CA,7,2,0,7,4.000000000000000,1.000000000000000,0.000000000000000
2730,BCMA,Greater Masset,115,CA,7,2,0,7,4.000000000000000,1.000000000000000,0.000000000000000
2731,BCMC,McBride,115,CA,7,21,6,6,10.000000000000000,1.000000000000000,0.000000000000000
2732,BCME,Merritt,115,CA,28,2,7,7,2.000000000000000,1.000000000000000,15.000000000000000
2733,BCME,Merritt,115,CA,28,2,7,7,2.000000000000000,1.000000000000000,15.000000000000000
2734,BCMK,Mackenzie,115,CA,5,3,0,5,10.500000000000000,0.000000000000000,0.000000000000000
2735,BCMK,Mackenzie,115,CA,5,3,0,5,10.500000000000000,0.000000000000000,0.000000000000000
2736,BCNB,Nanoose Bay,115,CA,33,18,6,8,63.750000000000000,6.000000000000000,51.000000000000000
2737,BCNB,Nanoose Bay,115,CA,33,18,6,8,63.750000000000000,6.000000000000000,51.000000000000000
2738,BCNC,Narcosli,115,CA,6,0,6,6,0.000000000000000,0.000000000000000,0.000000000000000
2739,BCNC,Narcosli,115,CA,6,0,6,6,0.000000000000000,0.000000000000000,0.000000000000000
2740,BCNK,Nakusp,115,CA,5,2,4,4,4.000000000000000,0.000000000000000,0.000000000000000
2741,BCNK,Nakusp,115,CA,5,2,4,4,4.000000000000000,0.000000000000000,0.000000000000000
2742,BCNN,Nanaimo,115,CA,99,8,30,31,28.000000000000000,11.000000000000000,76.750000000000000
2743,BCNN,Nanaimo,115,CA,99,8,30,31,28.000000000000000,11.000000000000000,76.750000000000000
2744,BCNN,Nanaimo,115,CA,99,8,30,31,28.000000000000000,11.000000000000000,76.750000000000000
2745,BCNS,Nelson,115,CA,35,4,20,20,6.000000000000000,0.000000000000000,0.000000000000000
2746,BCNS,Nelson,115,CA,35,4,20,20,6.000000000000000,0.000000000000000,0.000000000000000
2747,BCNS,Nelson,115,CA,35,4,20,20,6.000000000000000,0.000000000000000,0.000000000000000
2748,BCOO,Oliver-Osoyoos,115,CA,31,5,15,15,2.500000000000000,1.250000000000000,0.000000000000000
2749,BCOO,Oliver-Osoyoos,115,CA,31,5,15,15,2.500000000000000,1.250000000000000,0.000000000000000
2750,BCPA,Port Alberni,115,CA,23,13,6,8,30.300000000000001,2.000000000000000,0.000000000000000
2751,BCPA,Port Alberni,115,CA,23,13,6,8,30.300000000000001,2.000000000000000,0.000000000000000
2752,BCPB,Pemberton-Mt. Currie,115,CA,13,3,0,7,0.000000000000000,0.000000000000000,0.000000000000000
2753,BCPB,Pemberton-Mt. Currie,115,CA,13,3,0,7,0.000000000000000,0.000000000000000,0.000000000000000
2754,BCPD,Peachland,115,CA,8,0,5,6,0.000000000000000,0.000000000000000,0.000000000000000
2755,BCPD,Peachland,115,CA,8,0,5,6,0.000000000000000,0.000000000000000,0.000000000000000
2756,BCLC,Lake Country,116,CA,32,0,10,10,0.000000000000000,3.000000000000000,30.000000000000000
2757,BCLC,Lake Country,116,CA,32,0,10,10,0.000000000000000,3.000000000000000,30.000000000000000
2758,BCLK,Logan Lake,116,CA,6,2,3,3,2.000000000000000,0.000000000000000,0.000000000000000
2759,BCLK,Logan Lake,116,CA,6,2,3,3,2.000000000000000,0.000000000000000,0.000000000000000
2760,BCLL,Lillooet,116,CA,29,3,11,11,2.000000000000000,0.000000000000000,0.000000000000000
2761,BCLL,Lillooet,116,CA,29,3,11,11,2.000000000000000,0.000000000000000,0.000000000000000
2762,BCLP,Little River-Powell River Ferry,116,CA,16,20,2,2,0.000000000000000,0.000000000000000,0.000000000000000
2763,BCLQ,Lasqueti Island,116,CA,33,1,2,11,2.000000000000000,0.000000000000000,0.000000000000000
2764,BCLQ,Lasqueti Island,116,CA,33,1,2,11,2.000000000000000,0.000000000000000,0.000000000000000
2765,BCLQ,Lasqueti Island,116,CA,33,1,2,11,2.000000000000000,0.000000000000000,0.000000000000000
2766,BCLR,Lardeau,116,CA,18,2,8,9,7.000000000000000,0.000000000000000,0.000000000000000
2767,BCLR,Lardeau,116,CA,18,2,8,9,7.000000000000000,0.000000000000000,0.000000000000000
2768,BCLW,Lake Windermere District,116,CA,14,12,10,10,28.000000000000000,0.000000000000000,0.000000000000000
2769,BCLW,Lake Windermere District,116,CA,14,12,10,10,28.000000000000000,0.000000000000000,0.000000000000000
2770,BCMA,Greater Masset,116,CA,13,2,7,9,0.000000000000000,1.000000000000000,1.000000000000000
2771,BCMA,Greater Masset,116,CA,13,2,7,9,0.000000000000000,1.000000000000000,1.000000000000000
2772,BCMC,McBride,116,CA,7,20,1,5,0.000000000000000,0.000000000000000,0.000000000000000
2773,BCMC,McBride,116,CA,7,20,1,5,0.000000000000000,0.000000000000000,0.000000000000000
2774,BCMC,McBride,116,CA,7,20,1,5,0.000000000000000,0.000000000000000,0.000000000000000
