"","record_id","collection","project_id","protocol_id","protocol_type","species_id","statprov_code","country_code","SiteCode","latitude","longitude","bcr","subnational2_code","iba_site","utm_square","survey_year","survey_month","survey_week","survey_day","breeding_rank","GlobalUniqueIdentifier","DateLastModified","BasisOfRecord","InstitutionCode","CollectionCode","CatalogNumber","ScientificName","HigherTaxon","Kingdom","Phylum","Class","OrderTaxon","Family","Genus","SpecificEpithet","InfraspecificRank","InfraspecificEpithet","ScientificNameAuthor","IdentificationQualifier","HigherGeography","Continent","WaterBody","IslandGroup","Island","Country","StateProvince","County","Locality","MinimumElevationInMeters","MaximumElevationInMeters","MinimumDepthInMeters","MaximumDepthInMeters","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","YearCollected","MonthCollected","DayCollected","TimeCollected","JulianDay","Collector","Sex","LifeStage","ImageURL","RelatedInformation","CollectorNumber","FieldNumber","FieldNotes","OriginalCoordinatesSystem","LatLongComments","GeoreferenceMethod","GeoreferenceReferences","GeoreferenceVerificationStatus","Remarks","FootprintWKT","FootprintSRS","ProjectCode","ProtocolType","ProtocolCode","ProtocolSpeciesTargeted","ProtocolReference","ProtocolURL","SurveyAreaIdentifier","SurveyAreaSize","SurveyAreaPercentageCovered","SurveyAreaShape","SurveyAreaLongAxisLength","SurveyAreaShortAxisLength","SurveyAreaLongAxisOrientation","CoordinatesScope","SamplingEventIdentifier","SamplingEventStructure","RouteIdentifier","TimeObservationsStarted","TimeObservationsEnded","DurationInHours","TimeIntervalStarted","TimeIntervalEnded","TimeIntervalsAdditive","NumberOfObservers","EffortMeasurement1","EffortUnits1","EffortMeasurement2","EffortUnits2","EffortMeasurement3","EffortUnits3","EffortMeasurement4","EffortUnits4","EffortMeasurement5","EffortUnits5","EffortMeasurement6","EffortUnits6","EffortMeasurement7","EffortUnits7","EffortMeasurement8","EffortUnits8","EffortMeasurement9","EffortUnits9","EffortMeasurement10","EffortUnits10","EffortMeasurement11","EffortUnits11","EffortMeasurement12","EffortUnits12","EffortMeasurement13","EffortUnits13","EffortMeasurement14","EffortUnits14","EffortMeasurement15","EffortUnits15","EffortMeasurement16","EffortUnits16","EffortMeasurement17","EffortUnits17","EffortMeasurement18","EffortUnits18","NoObservations","DistanceFromObserver","DistanceFromObserverMin","DistanceFromObserverMax","DistanceFromStart","BearingInDegrees","SpecimenDecimalLatitude","SpecimenDecimalLongitude","SpecimenGeodeticDatum","SpecimenUTMZone","SpecimenUTMNorthing","SpecimenUTMEasting","ObservationCount","ObservationDescriptor","ObservationCount2","ObservationDescriptor2","ObservationCount3","ObservationDescriptor3","ObservationCount4","ObservationDescriptor4","ObservationCount5","ObservationDescriptor5","ObservationCount6","ObservationDescriptor6","ObsCountAtLeast","ObsCountAtMost","ObservationDate","DateUncertaintyInDays","AllIndividualsReported","AllSpeciesReported","UTMZone","UTMNorthing","UTMEasting","CoordinatesUncertaintyInDecimalDegrees","CommonName","RecordPermissions","MultiScientificName1","MultiScientificName2","MultiScientificName3","MultiScientificName4","MultiScientificName5","MultiScientificName6","TaxonomicAuthorityAuthors","TaxonomicAuthorityVersion","TaxonomicAuthorityYear","SpeciesCode","TaxonConceptID","BreedingBirdAtlasCode","HabitatDescription","Remarks2","LastModifiedAction","RecordReviewStatus"
"25",1077716459,"BCCWS",1008,92,3,5250,"BC","CA","GISS-1",48.836075,-123.451881,5,"CA.BC.CP","N/A","10UDV60",2019,2,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:103474-1-5250-16",NA,"Observation","BSC-EOC","BCCWS","103474-1-5250-16","Larus glaucescens","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Larus","glaucescens",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Ganges Inner and Outer Harbour",NA,NA,NA,NA,"48.836075","-123.451881",NA,NA,"2019","2","10","9.83333",NA,NA,NA,NA,NA,NA,"1055037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GISS-1",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-103474-1",NA,"GISS-1","9.83333","11.5","1.66667",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","Total Count","0","Inland","134","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Glaucous-winged Gull",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","GWGU",NA,NA,NA,NA,NA,NA
"26",1077716468,"BCCWS",1008,92,3,2370,"BC","CA","GIHO-5",49.545551,-124.648689,5,"CA.BC.CX2","BC272","10UCV88",2019,4,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:106426-1-2370-16",NA,"Observation","BSC-EOC","BCCWS","106426-1-2370-16","Urile penicillatus","AnimaliaChordataAvesSuliformes69","Animalia","Chordata","Aves","Suliformes","69","Urile","penicillatus",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Tralee Point West/Apple Orchard Farm",NA,NA,NA,NA,"49.545551","-124.648689",NA,NA,"2019","4","14","14.5833",NA,NA,NA,NA,NA,NA,"1055052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIHO-5",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-106426-1",NA,"GIHO-5","14.5833","15.3333","0.75",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Total Count","0","Inland","1","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Brandt's Cormorant",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","BRAC",NA,NA,NA,NA,NA,NA
"27",1077716474,"BCCWS",1008,92,3,13900,"BC","CA","GIHO-21",49.532104,-124.596397,5,"CA.BC.CX2","BC272","10UCV88",2019,4,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:106910-1-13900-18",NA,"Observation","BSC-EOC","BCCWS","106910-1-13900-18","Corvus brachyrhynchos","AnimaliaChordataAvesPasseriformes167","Animalia","Chordata","Aves","Passeriformes","167","Corvus","brachyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Cape Gurney",NA,NA,NA,NA,"49.532104","-124.596397",NA,NA,"2019","4","14","12.5833",NA,NA,NA,NA,NA,NA,"1031915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIHO-21",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-106910-1",NA,"GIHO-21","12.5833","13.5833","1",NA,NA,NA,NA,NA,"Party-hours","750m","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","Total Count","7","Inland","0","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"American Crow",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","AMCR",NA,NA,NA,NA,NA,NA
"28",1077716483,"BCCWS",1008,92,3,5250,"BC","CA","GIHO-6",49.553108,-124.662247,5,"CA.BC.CX2","BC272","10UCV79",2019,4,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:106340-1-5250-8",NA,"Observation","BSC-EOC","BCCWS","106340-1-5250-8","Larus glaucescens","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Larus","glaucescens",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Grassy Point",NA,NA,NA,NA,"49.553108","-124.662247",NA,NA,"2019","4","14","10",NA,NA,NA,NA,NA,NA,"1054922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIHO-6",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-106340-1",NA,"GIHO-6","10","12","2",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","Total Count","4","Inland","0","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Glaucous-winged Gull",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","GWGU",NA,NA,NA,NA,NA,NA
"29",1077716487,"BCCWS",1008,92,3,230,"BC","CA","VIPQ-2",49.319042,-124.252357,5,"CA.BC.NA","BC056","10UDV06",2019,10,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:127599-1-230-1",NA,"Observation","BSC-EOC","BCCWS","127599-1-230-1","Branta canadensis","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Branta","canadensis",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Craig Bay to Rathtrevor",NA,NA,NA,NA,"49.319042","-124.252357",NA,NA,"2019","10","14","7.81667",NA,NA,NA,NA,NA,NA,"1054938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIPQ-2",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-127599-1",NA,"VIPQ-2","7.81667","9.88333","2.06667",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185","Total Count","105","Inland","80","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Canada Goose",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","CAGO",NA,NA,NA,NA,NA,NA
"30",1077716494,"BCCWS",1008,92,3,770,"BC","CA","VIVI-28",48.447823,-123.287537,5,"CA.BC.CP","N/A","10TDU76",2018,2,2,11,NA,"URN:catalog:BSC-EOC:BCCWS:88583-1-770-5",NA,"Observation","BSC-EOC","BCCWS","88583-1-770-5","Melanitta perspicillata","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Melanitta","perspicillata",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Cattle Pt. - Flower I.",NA,NA,NA,NA,"48.447823","-123.287537",NA,NA,"2018","2","11","12",NA,NA,NA,NA,NA,NA,"1055058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIVI-28",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-88583-1",NA,"VIVI-28","12","14.8833","2.88333",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","Total Count","0","Inland","4","Near Shore","10","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Surf Scoter",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","SUSC",NA,NA,NA,NA,NA,NA
"31",1077716507,"BCCWS",1008,92,3,1600,"BC","CA","GIPE-6",48.76207,-123.284752,5,"CA.BC.CP","N/A","10UDV70",2018,11,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:100475-1-1600-5",NA,"Observation","BSC-EOC","BCCWS","100475-1-1600-5","Podilymbus podiceps","AnimaliaChordataAvesPodicipediformes15","Animalia","Chordata","Aves","Podicipediformes","15","Podilymbus","podiceps",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Magic Lake",NA,NA,NA,NA,"48.762070","-123.284752",NA,NA,"2018","11","10","12.0833",NA,NA,NA,NA,NA,NA,"1032089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIPE-6",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-100475-1",NA,"GIPE-6","12.0833","12.6667","0.583334",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","Total Count","3","Inland","0","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Pied-billed Grebe",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","PBGR",NA,NA,NA,NA,NA,NA
"32",1077716517,"BCCWS",1008,92,3,770,"BC","CA","VICX-2",49.665882,-124.913353,5,"CA.BC.CX2","BC272","10UCA60",2019,2,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:103461-1-770-5",NA,"Observation","BSC-EOC","BCCWS","103461-1-770-5","Melanitta perspicillata","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Melanitta","perspicillata",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Goose Spit - Inside",NA,NA,NA,NA,"49.665882","-124.913353",NA,NA,"2019","2","10","10.3333",NA,NA,NA,NA,NA,NA,"1030190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VICX-2",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-103461-1",NA,"VICX-2","10.3333","11","0.666667",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Total Count","0","Inland","47","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Surf Scoter",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","SUSC",NA,NA,NA,NA,NA,NA
"33",1077716531,"BCCWS",1008,92,3,451,"BC","CA","VIPQ-1",49.334106,-124.287216,5,"CA.BC.NA","BC056","10UDV06",2019,9,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:122805-1-451-1",NA,"Observation","BSC-EOC","BCCWS","122805-1-451-1","Anas platyrhynchos","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Anas","platyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Englishman River Estuary",NA,NA,NA,NA,"49.334106","-124.287216",NA,NA,"2019","9","10","16",NA,NA,NA,NA,NA,NA,"1078117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIPQ-1",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-122805-1",NA,"VIPQ-1","16","17.5833","1.58333",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","Total Count","0","Inland","12","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Mallard",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","MALL",NA,NA,NA,NA,NA,NA
"34",1077716535,"BCCWS",1008,92,3,451,"BC","CA","GIHO-21",49.532104,-124.596397,5,"CA.BC.CX2","BC272","10UCV88",2019,3,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:105270-1-451-3",NA,"Observation","BSC-EOC","BCCWS","105270-1-451-3","Anas platyrhynchos","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Anas","platyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Cape Gurney",NA,NA,NA,NA,"49.532104","-124.596397",NA,NA,"2019","3","10","11.5",NA,NA,NA,NA,NA,NA,"1031915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIHO-21",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-105270-1",NA,"GIHO-21","11.5","12.9167","1.41667",NA,NA,NA,NA,NA,"Party-hours","750m","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","Total Count","6","Inland","11","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Mallard",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","MALL",NA,NA,NA,NA,NA,NA
"35",1077716537,"BCCWS",1008,92,3,770,"BC","CA","LMVN-56",49.330524,-123.273453,5,"CA.BC.GV","BC020","10UDV86",2019,9,1,8,NA,"URN:catalog:BSC-EOC:BCCWS:133260-1-770-1",NA,"Observation","BSC-EOC","BCCWS","133260-1-770-1","Melanitta perspicillata","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Melanitta","perspicillata",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Lighthouse West and Grebe Islets",NA,NA,NA,NA,"49.330524","-123.273453",NA,NA,"2019","9","8","14",NA,NA,NA,NA,NA,NA,"1082060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","LMVN-56",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-133260-1",NA,"LMVN-56","14","16","2",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Total Count","0","Inland","0","Near Shore","6","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Surf Scoter",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","SUSC",NA,NA,NA,NA,NA,NA
"36",1077716546,"BCCWS",1008,92,3,13900,"BC","CA","GIQD-4",50.047791,-125.220352,5,"CA.BC.CX1","N/A","10UCA44",2019,6,2,9,NA,"URN:catalog:BSC-EOC:BCCWS:109411-1-13900-7",NA,"Observation","BSC-EOC","BCCWS","109411-1-13900-7","Corvus brachyrhynchos","AnimaliaChordataAvesPasseriformes167","Animalia","Chordata","Aves","Passeriformes","167","Corvus","brachyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Quathiaski Cove",NA,NA,NA,NA,"50.047791","-125.220352",NA,NA,"2019","6","9","8.25",NA,NA,NA,NA,NA,NA,"1079491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIQD-4",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-109411-1",NA,"GIQD-4","8.25","9.66667","1.41667",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","Total Count","0","Inland","4","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"American Crow",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","AMCR",NA,NA,NA,NA,NA,NA
"37",1077716549,"BCCWS",1008,92,3,830,"BC","CA","SCPR-2",49.88327,-124.59655,5,"CA.BC.PW","N/A","10UCA82",2018,11,2,11,NA,"URN:catalog:BSC-EOC:BCCWS:100694-1-830-7",NA,"Observation","BSC-EOC","BCCWS","100694-1-830-7","Bucephala clangula","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Bucephala","clangula",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Sliammon",NA,NA,NA,NA,"49.883270","-124.596550",NA,NA,"2018","11","11","10.1667",NA,NA,NA,NA,NA,NA,"1055010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","SCPR-2",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-100694-1",NA,"SCPR-2","10.1667","11.6667","1.5",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total Count","0","Inland","10","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Common Goldeneye",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","COGO",NA,NA,NA,NA,NA,NA
"38",1077716562,"BCCWS",1008,92,3,5800,"BC","CA","VIPM-4",50.485336,-126.095451,5,"CA.BC.CX1","N/A","09UYR09",2019,5,2,12,NA,"URN:catalog:BSC-EOC:BCCWS:107221-1-5800-6",NA,"Observation","BSC-EOC","BCCWS","107221-1-5800-6","Brachyramphus marmoratus","AnimaliaChordataAvesCharadriiformes54","Animalia","Chordata","Aves","Charadriiformes","54","Brachyramphus","marmoratus",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Neville Point",NA,NA,NA,NA,"50.485336","-126.095451",NA,NA,"2019","5","12","8.5",NA,NA,NA,NA,NA,NA,"1055015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIPM-4",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-107221-1",NA,"VIPM-4","8.5","9.16667","0.666667",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","Total Count","0","Inland","27","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Marbled Murrelet",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","MAMU",NA,NA,NA,NA,NA,NA
"39",1077716564,"BCCWS",1008,92,3,1630,"BC","CA","VIPQ-1",49.334106,-124.287216,5,"CA.BC.NA","BC056","10UDV06",2019,10,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:127655-1-1630-8",NA,"Observation","BSC-EOC","BCCWS","127655-1-1630-8","Podiceps grisegena","AnimaliaChordataAvesPodicipediformes15","Animalia","Chordata","Aves","Podicipediformes","15","Podiceps","grisegena",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Englishman River Estuary",NA,NA,NA,NA,"49.334106","-124.287216",NA,NA,"2019","10","10","14.5",NA,NA,NA,NA,NA,NA,"1078117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIPQ-1",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-127655-1",NA,"VIPQ-1","14.5","16.5","2",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","Total Count","0","Inland","7","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Red-necked Grebe",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","RNGR",NA,NA,NA,NA,NA,NA
